id,name,taxonomy_facet,parent_id,parent_name,vocabulary
PL-6600.1800,Exercise Classes/Groups,Service,,,
PL-7400.0500,Arts and Crafts Instruction,Service,,,
TD-6600.4500-150,County Board of Supervisors Offices,Organization/Facility Type,,,
RP-1400.8000-270,Geriatric Counseling,Service,,,
TD-6600.4500-150,County Board of Supervisors Offices,Organization/Facility Type,,,
TD-1600.6000,Neighborhood Improvement Groups,Organization/Facility Type,,,
TD-1600.6000,Neighborhood Improvement Groups,Organization/Facility Type,,,
TD-6600.4500-150,County Board of Supervisors Offices,Organization/Facility Type,,,
TD-1600.6000,Neighborhood Improvement Groups,Organization/Facility Type,,,
TD-6600.4500-150,County Board of Supervisors Offices,Organization/Facility Type,,,
TD-1600.6000,Neighborhood Improvement Groups,Organization/Facility Type,,,
TD-6600.4500-150,County Board of Supervisors Offices,Organization/Facility Type,,,
TD-1600.6000,Neighborhood Improvement Groups,Organization/Facility Type,,,
TD-6600.4500-150,County Board of Supervisors Offices,Organization/Facility Type,,,
HH-1600.1600,Dropout Prevention,Service,,,
PS-9800.9900,Youth Enrichment Programs,Service,,,
HH-1600.1600,Dropout Prevention,Service,,,
TD-1600.6000,Neighborhood Improvement Groups,Organization/Facility Type,,,
TD-6600.4500-150,County Board of Supervisors Offices,Organization/Facility Type,,,
HH-4500.1800,Early Literacy Development Programs,Service,,,
HH-9000.7500,School to Work Programs,Service,,,
TD-1600.6000,Neighborhood Improvement Groups,Organization/Facility Type,,,
TD-6600.4500-150,County Board of Supervisors Offices,Organization/Facility Type,,,
TD-1600.6000,Neighborhood Improvement Groups,Organization/Facility Type,,,
TD-6600.4500-150,County Board of Supervisors Offices,Organization/Facility Type,,,
TD-1600.6000,Neighborhood Improvement Groups,Organization/Facility Type,,,
TD-6600.4500-150,County Board of Supervisors Offices,Organization/Facility Type,,,
TD-1600.6000,Neighborhood Improvement Groups,Organization/Facility Type,,,
TD-6600.4500-150,County Board of Supervisors Offices,Organization/Facility Type,,,
TD-1600.6000,Neighborhood Improvement Groups,Organization/Facility Type,,,
TD-6600.4500-150,County Board of Supervisors Offices,Organization/Facility Type,,,
TD-1600.6000,Neighborhood Improvement Groups,Organization/Facility Type,,,
TD-6600.4500-150,County Board of Supervisors Offices,Organization/Facility Type,,,
RF-3300,Individual Counseling,Modality/Delivery Format,,,
HH-4500.1800,Early Literacy Development Programs,Service,,,
HH-4500.1800,Early Literacy Development Programs,Service,,,
HH-4500.1800,Early Literacy Development Programs,Service,,,
HH-4500.1800,Early Literacy Development Programs,Service,,,
HH-4500.1800,Early Literacy Development Programs,Service,,,
HD-6000.6200-500,Nursing Schools,Organization/Facility Type,,,
BH-8400.6000-840,Supported Living Services for Adults With Disabilities,Service,,,
LN-8500,Urgent Care Centers,Organization/Facility Type,,,
PS-9800.9650,Y Facilities,Organization/Facility Type,,,
LV-6800.6550,Pediatric Cardiology,Service,,,
BT-8300,Transportation Expense Assistance,Service,,,
HL-8000.8000,Scholarships,Service,,,
LL-3000.1500,City/County Hospitals,Organization/Facility Type,,,
PH-1000,Case/Care Management,Service,,,
PH-1400.1900-230,Friendly Visiting,Service,,,
BM-1700,Discount Programs,Service,,,
BD-1800.2000-640,Ongoing Emergency Food Assistance,Service,,,
BM-6500.1500-250,General Clothing Provision,Service,,,
BM-6500.1500-150,Diapers,Service,,,
BM-3000,Household Goods,Service,,,
BH-8400.6000-280,Group Residences for Adults With Disabilities,Organization/Facility Type,,,
FT-3200,General Legal Aid,Service,,,
PL-7400.1500,Computer and Related Technology Classes,Service,,,
HH-4500.0500,Adult Literacy Programs,Service,,,
HH-0500.8000-150,English as a Second Language,Service,,,
PH-0300.0300,Adoption Counseling and Support,Service,,,
PH-0300.0350,Adoption Evaluation/Placement,Service,,,
PH-0300.0400,Adoption Information/Referrals,Service,,,
PH-0300.0300,Adoption Counseling and Support,Service,,,
LJ-5000.8000,Safe Havens for Abandoned Newborns,Organization/Facility Type,,,
LT-2800.3100,Home Nursing,Service,,,
LR-6600,Physical Therapy,Service,,,
LR-6200,Occupational Therapy,Service,,,
PH-3300.6500,Personal Care,Service,,,
PH-3300.3000,Homemaker Assistance,Service,,,
PH-7000.3300-040,Adult In Home Respite Care,Service,,,
PH-2200,Escort Programs,Service,,,
BD-5000.3500,Home Delivered Meals,Service,,,
LF-8000.5100,Electrocardiography,Service,,,
LF-4900.1500-650,Pap Tests,Service,,,
LF-7100.2500,General Physical Examinations,Service,,,
LH-2600.6050,Nursing Registries,Service,,,
LT-2800.3000,Home Health Aide Services,Service,,,
LT-2800.3100,Home Nursing,Service,,,
PH-1400.4500,Live In Companions,Service,,,
PH-2400.3300,In Home Assistance Registries,Service,,,
FT-3600.1500,Comprehensive Immigration/Naturalization Services,Service,,,
FT-3600.6000,Naturalization Support/Legal Services,Service,,,
RX-8250.0500,Alcohol Use Disorder Education/Prevention,Service,,,
RX-8250.1700,Drug Use Disorder Education/Prevention,Service,,,
FN-5000,Missing Persons Location Assistance,Service,,,
PH-6500.1500-140,Child Abuse Reporting/Emergency Response,Service,,,
PH-6500.0500-180,Elder/Dependent Adult Abuse Reporting,Service,,,
FR-4500.1500,Citizen Police Academies,Service,,,
FN-1300,Crime Investigation,Service,,,
FN-1700.1800,Drug Crime Reporting,Service,,,
BH-1800.1500-100,Domestic Violence Shelters,Organization/Facility Type,,,
RF-3300,Individual Counseling,Modality/Delivery Format,,,
RF-2000,Family Counseling,Modality/Delivery Format,,,
RP-1500.3300,In Person Crisis Intervention,Service,,,
FN-1500.1900,Family Violence Prevention,Service,,,
LH-2700.0150,AIDS/HIV Prevention Counseling,Service,,,
FN-1500.8150,Sexual Assault Prevention,Service,,,
PH-1250.1800,Extended Child Care,Service,,,
RP-6400.2500,General Psychiatry,Service,,,
RP-6400.0200,Adult Psychiatry,Service,,,
RP-6400.1500,Child and Adolescent Psychiatry,Service,,,
RP-6400.8000-620,Psychiatric Day Treatment,Service,,,
PX,Volunteer Opportunities,Service,,,
LR-8000.8000-820,Speech Therapy,Service,,,
LR-8000.8000-450,Language Therapy,Service,,,
LN-1500,Community Clinics,Organization/Facility Type,,,
LV-1600,Dental Care,Service,,,
DM-6500,Personal Financial Counseling,Service,,,
LV-3300,Internal Medicine,Service,,,
LV-6000,Obstetrics/Gynecology,Service,,,
LV-6800,Pediatrics,Service,,,
LV-7200,Podiatry/Foot Care,Service,,,
LT-3400.1500,Childhood Immunizations,Service,,,
HD-6000.1500,Community Colleges,Organization/Facility Type,,,
RF-1500,Conjoint Counseling,Modality/Delivery Format,,,
RF-2000,Family Counseling,Modality/Delivery Format,,,
RM-6500.6500,Private Therapy Practices,Organization/Facility Type,,,
RP-1400.8000-805,Sexual Orientation Counseling,Service,,,
RX-8450.8000-050,Alcohol Use Disorder Counseling,Service,,,
RX-8450.8000-180,Drug Use Disorder Counseling,Service,,,
RF-3300,Individual Counseling,Modality/Delivery Format,,,
LH-5000,Medical Equipment/Supplies,Service,,,
LT-3000,Hospice Care,Service,,,
PH-3300.3000,Homemaker Assistance,Service,,,
PH-6200.1800,Death and Dying,Service,,,
LT-3400.1500,Childhood Immunizations,Service,,,
LV-3300,Internal Medicine,Service,,,
PH-0320.0200,Adult Day Program Centers,Organization/Facility Type,,,
LH-2700.1700,Disease/Disability Information,Service,,,
TJ-3000.8000,Specialized Information and Referral,Service,,,
LF-4900.2000,Eye Screening,Service,,,
LF-4900.2150,Hearing Screening,Service,,,
LF-4900.4500,Lead Poisoning Screening,Service,,,
LF-4900.8600,Tuberculosis Screening,Service,,,
LF-5280,General Laboratory Tests,Service,,,
LH-3500,Health Insurance Information/Counseling,Service,,,
LJ-2000.6750,Pregnancy Testing,Service,,,
LT-3400.1500,Childhood Immunizations,Service,,,
LV-6800,Pediatrics,Service,,,
LH-2700,Health Education,Service,,,
TJ-3200.5000,Medical Information Lines,Service,,,
TJ-3000.8000,Specialized Information and Referral,Service,,,
LF-4900.2150,Hearing Screening,Service,,,
LR-8000.8000-820,Speech Therapy,Service,,,
TI-1800.5000-300,Hearing Augmentation Aid Donation Programs,Service,,,
BD-5000.0200,After School Meal Programs,Service,,,
LR-6200,Occupational Therapy,Service,,,
LV-1600,Dental Care,Service,,,
TD-1600.3100-160,Constitutional/Civil Rights Groups,Organization/Facility Type,,,
TJ-3000.8000,Specialized Information and Referral,Service,,,
LT-3400.1500,Childhood Immunizations,Service,,,
LJ-5000.6600,Prenatal Care,Service,,,
LV-6800,Pediatrics,Service,,,
LV-6000,Obstetrics/Gynecology,Service,,,
LV-1600,Dental Care,Service,,,
FC-8200.8100-170,Drug Courts,Organization/Facility Type,,,
FP-0500.2500,Group Advocacy,Modality/Delivery Format,,,
LV-8300.6550,Plastic/Reconstructive Surgery,Service,,,
TJ-3200.5000,Medical Information Lines,Service,,,
TJ-3000.8000,Specialized Information and Referral,Service,,,
JD-1500.9500-300,Home Water Use Surveys,Service,,,
JD-1500.9500-870,Water Conservation Enforcement,Service,,,
JD-1500.9500-300,Home Water Use Surveys,Service,,,
JD-1500.9500-870,Water Conservation Enforcement,Service,,,
FT-3000.1500,Child Custody/Visitation Assistance,Service,,,
NS-1800.8100-820,State Disability Insurance Applications,Named Programs,,,
NS-1800.8000-820,Social Security Disability Insurance Applications,Named Programs,,,
ND-3500.3600,Job Search/Placement,Service,,,
BT-4500.6500-170,Disability Related Transportation,Service,,,
BT-8500.1000-200,Free Transit Passes,Service,,,
BH-7000.4600-450,Low Income/Subsidized Private Rental Housing,Organization/Facility Type,,,
TJ-3000.8000,Specialized Information and Referral,Service,,,
TJ-3000.8000,Specialized Information and Referral,Service,,,
TJ-6500,Public Awareness/Education,Service,,,
BT-4800.0500,Air Transportation,Service,,,
LT-3400.1500,Childhood Immunizations,Service,,,
LF-4900.2000-900,Vision Screening,Service,,,
PD-9000.9700,Well Animal Checkups,Service,,,
PD-9000.6000,Neuter/Spay Services,Service,,,
PD-9000.1800,Emergency Veterinary Services,Service,,,
PD-7600.0100,Animal Adoption,Service,,,
PX,Volunteer Opportunities,Service,,,
PH-6200.4600,Life Skills Education,Service,,,
TJ-6500,Public Awareness/Education,Service,,,
FT-1000.9000,Veteran Benefits Assistance,Service,,,
TH-1500.2000,Federal Emergency Management Agency Offices,Named Programs,,,
PL-7400.1700-080,Ballet Instruction,Service,,,
TJ-3200.5000,Medical Information Lines,Service,,,
LL-3000.1500,City/County Hospitals,Organization/Facility Type,,,
LT-1750.1750,Diabetes Management Clinics,Service,,,
LT-3400.1500,Childhood Immunizations,Service,,,
LV-6800,Pediatrics,Service,,,
LV-1600.2400,General Dentistry,Service,,,
BT-8400.6400,Public Transit Authorities,Organization/Facility Type,,,
JR-8000.8500,Traffic Bulletins/Information,Service,,,
FL-6500,Municipal Police,Organization/Facility Type,,,
LL-3000.1500,City/County Hospitals,Organization/Facility Type,,,
RX-8450.1150-150,Comprehensive Outpatient Alcohol Use Disorder Treatment,Service,,,
RX-8450.1150-180,Comprehensive Outpatient Drug Use Disorder Treatment,Service,,,
RP-6400,Psychiatric Services,Service,,,
LT-1750.1750,Diabetes Management Clinics,Service,,,
LV-3300.1500,Cardiovascular Medicine,Service,,,
LH-0600.6500-650,Orthopedic/Orthotic Devices,Service,,,
LV-6800,Pediatrics,Service,,,
LJ-5000.1700-320,Hospital Delivery,Service,,,
LV-8300,Surgery,Service,,,
FF-1500.3500,Juvenile Detention Facilities,Organization/Facility Type,,,
TJ-3000.8500-850,211 Lead Agencies,Organization/Facility Type,,,
TJ-3000.8500-850,211 Lead Agencies,Organization/Facility Type,,,
PH-1000,Case/Care Management,Service,,,
FL-6500,Municipal Police,Organization/Facility Type,,,
TC-5500.8000,Senior Centers,Organization/Facility Type,,,
PL-7400.1500,Computer and Related Technology Classes,Service,,,
FP-0500.3300,Individual Advocacy,Modality/Delivery Format,,,
TJ-3000.8000,Specialized Information and Referral,Service,,,
PH-1250.1800,Extended Child Care,Service,,,
PL-6400.1500-820,Summer Camps,Service,,,
RP-6400.2500,General Psychiatry,Service,,,
LF-4900.1670,Dental Screening,Service,,,
LF-4900.2000-900,Vision Screening,Service,,,
LH-2700.0150,AIDS/HIV Prevention Counseling,Service,,,
LV-1600,Dental Care,Service,,,
LV-2400.6350,Optometry,Service,,,
LV-2600,Family and Community Medicine,Service,,,
LV-6000,Obstetrics/Gynecology,Service,,,
LV-6800,Pediatrics,Service,,,
LV-7200,Podiatry/Foot Care,Service,,,
PH-1000,Case/Care Management,Service,,,
RX-8450.1150-150,Comprehensive Outpatient Alcohol Use Disorder Treatment,Service,,,
RX-8450.1150-180,Comprehensive Outpatient Drug Use Disorder Treatment,Service,,,
RX-8450.8000,Substance Use Disorder Counseling,Service,,,
NL-1000.8500-850,TANF Applications,Named Programs,,,
BT-4500.6500-500,Medical Appointments Transportation,Service,,,
LF-5280.1500,Blood Tests,Service,,,
LH-2700.0150,AIDS/HIV Prevention Counseling,Service,,,
LH-2700.6000,Nutrition Education,Service,,,
LH-6600,Pharmacies,Organization/Facility Type,,,
LN-1500,Community Clinics,Organization/Facility Type,,,
NL-5000.5000-520,Medicaid Applications,Named Programs,,,
LV-1600,Dental Care,Service,,,
LV-6800,Pediatrics,Service,,,
PH-1000,Case/Care Management,Service,,,
RP-5000.6400,Psychological Assessment,Service,,,
RP-6400.2500,General Psychiatry,Service,,,
RX-8450.1150,Comprehensive Outpatient Substance Use Disorder Treatment,Service,,,
BT-4500.6500-500,Medical Appointments Transportation,Service,,,
LF-4800,Diagnostic Imaging/Radiology,Service,,,
LF-5280.1500,Blood Tests,Service,,,
LH-2700.0150,AIDS/HIV Prevention Counseling,Service,,,
LH-2700.6000,Nutrition Education,Service,,,
LH-6600,Pharmacies,Organization/Facility Type,,,
LJ-2000,Family Planning,Service,,,
LJ-5000,Mother and Infant Care,Service,,,
LJ-5000.6600,Prenatal Care,Service,,,
LN-1500,Community Clinics,Organization/Facility Type,,,
LV-1600,Dental Care,Service,,,
LV-6800,Pediatrics,Service,,,
NL-6000.9500,WIC,Named Programs,,,
PH-1000,Case/Care Management,Service,,,
RP-5000.6400,Psychological Assessment,Service,,,
RP-6400.2500,General Psychiatry,Service,,,
LF-4900.1670,Dental Screening,Service,,,
LF-4900.2000-900,Vision Screening,Service,,,
LH-2700.0150,AIDS/HIV Prevention Counseling,Service,,,
LV-1600,Dental Care,Service,,,
LV-2400.6350,Optometry,Service,,,
LV-2600,Family and Community Medicine,Service,,,
LV-6000,Obstetrics/Gynecology,Service,,,
LV-6800,Pediatrics,Service,,,
LV-7200,Podiatry/Foot Care,Service,,,
PH-1000,Case/Care Management,Service,,,
RX-8450.1150-150,Comprehensive Outpatient Alcohol Use Disorder Treatment,Service,,,
RX-8450.1150-180,Comprehensive Outpatient Drug Use Disorder Treatment,Service,,,
RX-8450.8000,Substance Use Disorder Counseling,Service,,,
BH-3500.3400-300,Foreclosure Prevention Loan Modification/Refinancing Programs,Service,,,
DM-4000,Loan Counseling,Service,,,
HD-1800.8000,School Readiness Programs,Service,,,
HD-1800.6500,Preschools,Organization/Facility Type,,,
PL-6400.1500-820,Summer Camps,Service,,,
PL-6400.1500-820,Summer Camps,Service,,,
RP-5000.6400,Psychological Assessment,Service,,,
LR-3100.1750,Day Treatment for Adults With Developmental Disabilities,Service,,,
PX,Volunteer Opportunities,Service,,,
PS-9800.9900,Youth Enrichment Programs,Service,,,
PS-9800.9700,Youth Business Programs,Service,,,
HL-2500.1500,College/University Entrance Support,Service,,,
HL-2000.8000,Special Education Assessment,Service,,,
PS-9800.9900,Youth Enrichment Programs,Service,,,
PL-6400.1500-820,Summer Camps,Service,,,
BH-3500.3400-900,Veteran Home Loans,Service,,,
BT-4500.6500-500,Medical Appointments Transportation,Service,,,
HL-8000.1800-900,Veteran Education Benefits,Service,,,
NS-1000.9000,Veteran Burial Benefits,Named Programs,,,
BH-3500.3400-900,Veteran Home Loans,Service,,,
BT-4500.6500-500,Medical Appointments Transportation,Service,,,
HL-8000.1800-900,Veteran Education Benefits,Service,,,
NS-1000.9000,Veteran Burial Benefits,Named Programs,,,
TA-0400.0350,Artist Communities,Organization/Facility Type,,,
TN-0400,Arts Associations,Organization/Facility Type,,,
PL-7400.0700-080,Art Appreciation,Service,,,
HD-1800.8000,School Readiness Programs,Service,,,
PL-6400.1500-820,Summer Camps,Service,,,
PH-1250.1800,Extended Child Care,Service,,,
PL-6400.1500-820,Summer Camps,Service,,,
PL-7000.9200,Track and Field,Service,,,
PL-7000.9200,Track and Field,Service,,,
HD-6000.9000,Technical/Trade Schools,Organization/Facility Type,,,
PL-8000.5500-850,Special Olympics,Named Programs,,,
PL-7000.1800,Bowling,Service,,,
PL-7000.9000,Tennis,Service,,,
PL-7000.8900-100,Basketball,Service,,,
PL-7000.8900-800,Soccer,Service,,,
HH-0500.0500,Adult Basic Education,Service,,,
NL-6000.2000-220,Food Stamps/SNAP Applications,Named Programs,,,
RP-1400.8000-500,Marriage Counseling,Service,,,
TB-0900.0650-500,Microenterprise Development/Support,Service,,,
FN-1700.8400,Tax Fraud Reporting,Service,,,
PL-6400.1500-820,Summer Camps,Service,,,
PL-6400.1500-820,Summer Camps,Service,,,
PL-7400.1700-080,Ballet Instruction,Service,,,
PL-7400.1700-500,Modern Dance Instruction,Service,,,
PL-7400.1700-850,Tap Dancing Instruction,Service,,,
HD-6000.6200-500,Nursing Schools,Organization/Facility Type,,,
BH-8400.6000-040,Adult Residential Care Homes,Organization/Facility Type,,,
HL-8700.3000,Homework Help Programs,Service,,,
HL-8700.8000,Subject Tutoring,Service,,,
BD-5000.1500,Congregate Meals/Nutrition Sites,Service,,,
BD-5000.1500,Congregate Meals/Nutrition Sites,Service,,,
PH-0320.0200,Adult Day Program Centers,Organization/Facility Type,,,
PH-7000.3300-040,Adult In Home Respite Care,Service,,,
ND-9200.8000-800,Senior Companion Program,Named Programs,,,
